tweet_id,text,label,clean_text
13957,There's this other Kabza Da Small song I despise so much ... Such filth 🤮,0,There's this other Kabza Da Small song I despise so much ... Such filth 🤮
35979,RT @ NoumanRao4 Now ptm is going on this agenda that why # banandarrestptm Harray up plz 🙏🙏🙏🙏🙏🙏🙏🙏 https // t co / 2CJdPkMOjz,1,RT @ NoumanRao4 Now ptm is going on this agenda that why # banandarrestptm Harray up plz 🙏🙏🙏🙏🙏🙏🙏🙏 // t co / 2CJdPkMOjz
20729,RT @ moviesndtv China Box Office Sridevi's # MOM Is At #8 On List Of 100 Not Out Films https // t co / qyptG1sbpC https // t co / OsTmvFABwV,2,RT @ moviesndtv China Box Office Sridevi's # MOM Is At #8 On List Of 100 Not Out Films // t co / qyptG1sbpC // t co / OsTmvFABwV
37281,@ InsaneWorld6 @ BeingSalmanKhan Ye Hinduism nhi hai ye galat fake log hai . kisi ke mazhab ya dharm ka mazak nhi we a … https // t . co / QFgmvztUbw,0,@ InsaneWorld6 @ BeingSalmanKhan Ye Hinduism nhi hai ye galat fake log hai . kisi ke mazhab ya dharm ka mazak nhi we a … // t . co / QFgmvztUbw
17100,@ JayJadhav2108 @ Cricketician _ @ Ruchita __ 18 Kaun GF ? Kaha hai GF ?,1,@ JayJadhav2108 @ Cricketician _ @ Ruchita __ 18 Kaun GF ? Kaha hai GF ?
31073,I don ’ t love no bitch I love shooting !!!!,2,I don ’ t love no bitch I love shooting !!!!
337,@ praneeth _ rao @ IndiaHistorypic Hindi tumhari bass ki nahi . Nahi seekh paoge . Darte ho kahin Hindi me marks hi nahi … https // t . co / 23t3ylApsE,0,@ praneeth _ rao @ IndiaHistorypic Hindi tumhari bass ki nahi . Nahi seekh paoge . Darte ho kahin Hindi me marks hi nahi … // t . co / 23t3ylApsE
17750,@ republic jab tum character loos ho gaye to yehi haal hona tha kya ummide ley ke aye thy and kya kar diya tum ne desh me ?,0,@ republic jab tum character loos ho gaye to yehi haal hona tha kya ummide ley ke aye thy and kya kar diya tum ne desh me ?
37477,@ sekcy __ @ Pracha _ Says @_ Chuppbby Aese mujhe kabhi nhi diya 😭😭😭,1,@ sekcy __ @ Pracha _ Says @_ Chuppbby Aese mujhe kabhi nhi diya 😭😭😭
32558,@ atifthepoet koi dehshat nai hy musalman ghabrata nahi kabhi agar sacha musalmaan ho why r u spreading mayoosi poet sahib,1,@ atifthepoet koi dehshat nai hy musalman ghabrata nahi kabhi agar sacha musalmaan ho why r u spreading mayoosi poet sahib
23553,@ narendramodi Jeet ki Hardik Badhai Hume Bharosa h aap par ki Hamara desh duniya me no one par aapke netratav me aa … https // t . co / W78R6eHwrM,2,@ narendramodi Jeet ki Hardik Badhai Hume Bharosa h aap par ki Hamara desh duniya me no one par aapke netratav me aa … // t . co / W78R6eHwrM
42135,@ NitishKumar Ekma parkhand k saraw gaw me nichali jati k logo pass sadak ki subidha hai nhi . Or to or choti se gal … https // t . co / K4vuQv03ut,0,@ NitishKumar Ekma parkhand k saraw gaw me nichali jati k logo pass sadak ki subidha hai nhi . Or to or choti se gal … // t . co / K4vuQv03ut
26807,Jis tarah sarfaraz khel rha hey ab iske bus ki bat nhi 6 ya 4 marne ki . Is sey running to ho nhi rhi . Aisa lag rha … https // t . co / qT1mckIGUL,0,Jis tarah sarfaraz khel rha hey ab iske bus ki bat nhi 6 ya 4 marne ki . Is sey running to ho nhi rhi . Aisa lag rha … // t . co / qT1mckIGUL
18342,@ News18India A bhut achi bat hai Thakur prgya gribo ko Madt kregi Very good Pragy gi,2,@ News18India A bhut achi bat hai Thakur prgya gribo ko Madt kregi Very good Pragy gi
32683,Thank you so much Viki .... This is one of the best birthday wish i had ever received .. Love you more than you do … https // t . co / cggGYe0VKH,2,Thank you so much Viki .... This is one of the best birthday wish i had ever received .. Love you more than you do … // t . co / cggGYe0VKH
14223,@ RheemaParashar bol to aise rhe h jaise spoke person nhi bhejnhe to news channel hi band ho jayega maidan chhor … https // t co / OtVdaUqwdj,0,@ RheemaParashar bol to aise rhe h jaise spoke person nhi bhejnhe to news channel hi band ho jayega maidan chhor … // t co / OtVdaUqwdj
2401,@ kanhaiyakumar @ AzmiShabana YouTube views ko vote samjhne wale agar is bar Nahi jita to Kabhi Nahi jitega . Bharat … https // t . co / zupoSE7dQz,0,@ kanhaiyakumar @ AzmiShabana YouTube views ko vote samjhne wale agar is bar Nahi jita to Kabhi Nahi jitega . Bharat … // t . co / zupoSE7dQz
36490,@ Vinaymadsfan Chotu tu Wikipedia haiLooks and makeup man mat bannyeh tera department nahi hai,1,@ Vinaymadsfan Chotu tu Wikipedia haiLooks and makeup man mat bannyeh tera department nahi hai
15591,now 14 year kidds modi hi jitega ek bar or modi me as 14 year old bc yh ankal icecream ki bat ku nhi kr re he 🙄🙄🙄,0,now 14 year kidds modi hi jitega ek bar or modi me as 14 year old bc yh ankal icecream ki bat ku nhi kr re he 🙄🙄🙄
26878,RT @ GulGhutae @ BeenishMuffin Thank you so much . Saaray notifications bekaar thay ab acha lag raha hai 😍😍,2,RT @ GulGhutae @ BeenishMuffin Thank you so much . Saaray notifications bekaar thay ab acha lag raha hai 😍😍
20590,@ SanjayVyas @ ExSecular Yesssss ! I didn ’ t know Shinde is still errrr .. hmmm .. jeevit hain ! My bad ! My bad !,1,@ SanjayVyas @ ExSecular Yesssss ! I didn ’ t know Shinde is still errrr .. hmmm .. jeevit hain ! My bad ! My bad !
40521,@ Aman _ Srk4life @ BeingVishuReddy @ Sweetyy _ mahak @ myselfdiyaM @ SnehaPkd @ R _ A _ J _ B @ iminjurious @_ lol _ life @ Rao _ ah2 … https // tco / t5WQQsmZEk,1,@ Aman _ Srk4life @ BeingVishuReddy @ Sweetyy _ mahak @ myselfdiyaM @ SnehaPkd @ R _ A _ J _ B @ iminjurious @_ lol _ life @ Rao _ ah2 … // tco / t5WQQsmZEk
24626,Feel ko this is a year of laag for me 😂 love u 2019 😊😇,1,Feel ko this is a year of laag for me 😂 love u 2019 😊😇
40671,@ ashutosh83B Tu patrkar hai ya santiduto ka chamcha Tuje pta nhi ho to bta du mathura mai ramjan mai lashi fr … https // t co / YmTa5hOWR4,0,@ ashutosh83B Tu patrkar hai ya santiduto ka chamcha Tuje pta nhi ho to bta du mathura mai ramjan mai lashi fr … // t co / YmTa5hOWR4
28395,RT @ SyedMur99641654 @ shameenyusafzai @ SarahA _ 84 @ HumairaYousafi Ehram ki haalat may aurat chehra nahi chupaati Sharii masla hay Damm lazi …,1,RT @ SyedMur99641654 @ shameenyusafzai @ SarahA _ 84 @ HumairaYousafi Ehram ki haalat may aurat chehra nahi chupaati Sharii masla hay Damm lazi …
11751,@ AmitShah Manniye amit sah ji subhkamna apko ummide hai ki aap apne jimmebari ko desh hit mey aage badhayenge jaisa … https // t . co / Rfkz7oqAy7,2,@ AmitShah Manniye amit sah ji subhkamna apko ummide hai ki aap apne jimmebari ko desh hit mey aage badhayenge jaisa … // t . co / Rfkz7oqAy7
1610,RT @ SudeshDuhan @ NaveenJaihind Very very happy birthday naveen bhai duniya k maarne se log marne lge to sayad koi jinda hi na rhe so pleas …,2,RT @ SudeshDuhan @ NaveenJaihind Very very happy birthday naveen bhai duniya k maarne se log marne lge to sayad koi jinda hi na rhe so pleas …
28413,Dunya wale bol bol k mar jaengy per @ SarfarazA _ 54 ne 4 5 pe nahi ana instead to come at 7 to play last 10 overs 😐😕,0,Dunya wale bol bol k mar jaengy per @ SarfarazA _ 54 ne 4 5 pe nahi ana instead to come at 7 to play last 10 overs 😐😕
8641,@ saqibjawaid84 Is Pak 🇵🇰 watan ka na koi kch bigar saka hai na koi bigar paye ga @ ImranKhanPTI shb ko na hi in k … https // t . co / 7YQH0OpbqL,0,@ saqibjawaid84 Is Pak 🇵🇰 watan ka na koi kch bigar saka hai na koi bigar paye ga @ ImranKhanPTI shb ko na hi in k … // t . co / 7YQH0OpbqL
35436,@ RoflMast @ anjanaomkashyap @ anjanaomkashyap bhakt He 5 Saal Main Kabhi bhi Nahi boli Sarkar ke virudh Aur nahi Ink … https // t co / QrCVypU9yt,1,@ RoflMast @ anjanaomkashyap @ anjanaomkashyap bhakt He 5 Saal Main Kabhi bhi Nahi boli Sarkar ke virudh Aur nahi Ink … // t co / QrCVypU9yt
19739,RT @ exquisite _ laura Us Nam Ji Hyun is always the one sending her costars off to military after starring with them Nam Ji Hyun https // t …,1,RT @ exquisite _ laura Us Nam Ji Hyun is always the one sending her costars off to military after starring with them Nam Ji Hyun // t …
23729,RT @ thama _ fulu Literally the best ever 😂😂😂 https // t . co / RqQao9Kx3V,1,RT @ thama _ fulu Literally the best ever 😂😂😂 // t . co / RqQao9Kx3V
28870,@ lol0306123 I agree because mera bhai k sath rishta bilkul aisa hi hain . I proud of my brothers .,2,@ lol0306123 I agree because mera bhai k sath rishta bilkul aisa hi hain . I proud of my brothers .
30019,RT @ ReelLifeProdn Aithey Aa becomes the Shaadi Anthem of the year ! Can ’ t thank you all enough ! # AitheyAaSong @ Bharat _ TheFilm @ BeingSalman …,2,RT @ ReelLifeProdn Aithey Aa becomes the Shaadi Anthem of the year ! Can ’ t thank you all enough ! # AitheyAaSong @ Bharat _ TheFilm @ BeingSalman …
33882,@ sshukla154 @ INCIndia @ INCUttarPradesh @ RahulGandhi @ priyankagandhi Aisa likha kya maine ki galtiyo me sath hu . Ass … https // t . co / tr501OkapS,2,@ sshukla154 @ INCIndia @ INCUttarPradesh @ RahulGandhi @ priyankagandhi Aisa likha kya maine ki galtiyo me sath hu . Ass … // t . co / tr501OkapS
9990,RT @ ph0phukabeta imp reminder - keep one thing always in mind - Jo shakhs Huzoor ﷺ k zikr per kisi or bat ko foqiyat dy aur Huzoor ﷺ k Ad …,1,RT @ ph0phukabeta imp reminder - keep one thing always in mind - Jo shakhs Huzoor ﷺ k zikr per kisi or bat ko foqiyat dy aur Huzoor ﷺ k Ad …
26836,@ muglikar _ @ dhaval241086 Ekdum Chaan Guess you were happy to see pakya too ! ;),2,@ muglikar _ @ dhaval241086 Ekdum Chaan Guess you were happy to see pakya too ! ;)
16186,happy june luvs 🦋 summer starts this month enchanted is this month and i meet lana next month . life is GOOD,2,happy june luvs 🦋 summer starts this month enchanted is this month and i meet lana next month . life is GOOD
18868,@ NokwalManjit # GOOD MORNING FRIENDS # ITSNEWDAYHAPPY MORNING AND DAY AHEAD # SAT SRI AKAAL MANJIT JI # STAY BLES … https // t . co / VT2be65v1C,2,@ NokwalManjit # GOOD MORNING FRIENDS # ITSNEWDAYHAPPY MORNING AND DAY AHEAD # SAT SRI AKAAL MANJIT JI # STAY BLES … // t . co / VT2be65v1C
14293,RT @ Aman _ mehta001 LifeLine ❤️❤️❤️ Love u Mere @ igippygrewal Ustaad G Love u Jaan Ho Sadi Tuc Jaan 😘😘😘 Baba G Sda Tuhanu Khush Rkhan Eho du …,2,RT @ Aman _ mehta001 LifeLine ❤️❤️❤️ Love u Mere @ igippygrewal Ustaad G Love u Jaan Ho Sadi Tuc Jaan 😘😘😘 Baba G Sda Tuhanu Khush Rkhan Eho du …
22507,RT @ Marteen i love that moms mess with my music . s / o all the mama rachas out there 🌶 https // t . co / T0B8PyoCZX,2,RT @ Marteen i love that moms mess with my music . s / o all the mama rachas out there 🌶 // t . co / T0B8PyoCZX
22022,Meaning of # Crush 💝 For me - Love at first Sight .🤗 For her - Mujh par iski gandi nazar hai .😕 # KyaCrush # Yaar 🙁,1,Meaning of # Crush 💝 For me - Love at first Sight .🤗 For her - Mujh par iski gandi nazar hai .😕 # KyaCrush # Yaar 🙁
10473,@ PakSarfrazbugti Tm kise angle se b respected family se nahi lagtay ho agr hotay to izzatdar logon ki izzat kartay … https // t co / uwSK7JFRYO,0,@ PakSarfrazbugti Tm kise angle se b respected family se nahi lagtay ho agr hotay to izzatdar logon ki izzat kartay … // t co / uwSK7JFRYO
22728,Khushkhabri Free Free CIT 4r Male ( 10th Pased ) E C ( for Ladies 12 Pased ) NIC Hona Lazmi Hy Savera Institute Of I T Contact 03013461454,1,Khushkhabri Free Free CIT 4r Male ( 10th Pased ) E C ( for Ladies 12 Pased ) NIC Hona Lazmi Hy Savera Institute Of I T Contact 03013461454
45212,@ narendramodi sir aapse request hai ki aap education ka standard up karne kaa kaam aur education sasti karne par jo … https // t . co / 1mxx8SHGV8,1,@ narendramodi sir aapse request hai ki aap education ka standard up karne kaa kaam aur education sasti karne par jo … // t . co / 1mxx8SHGV8
29254,@ Vikasjaat108 @ TrueIndologyliv Koi aaafat nahi aaegi 🤣 aur aayi to sarkar nikammi hai .. 🤷 isme koi baat hi nahi .. k … https // t . co / 8VbriCMLWC,0,@ Vikasjaat108 @ TrueIndologyliv Koi aaafat nahi aaegi 🤣 aur aayi to sarkar nikammi hai .. 🤷 isme koi baat hi nahi .. k … // t . co / 8VbriCMLWC
17327,@ yadavakhilesh Akhlesh ne to socha ki yadav or muslim samaj abhi bhi murkh hai . Itne salon tak yadav muslim or dali … https // t . co / I3PLvFPXlv,0,@ yadavakhilesh Akhlesh ne to socha ki yadav or muslim samaj abhi bhi murkh hai . Itne salon tak yadav muslim or dali … // t . co / I3PLvFPXlv
6321,Modi ji Dobara Pradhan Mantri banne par aap bahut bahut shubhkamnaye Pathak 50 Hanuman Mandir AVm samast Bharat was … https // t co / NsSm0OSO7A,2,Modi ji Dobara Pradhan Mantri banne par aap bahut bahut shubhkamnaye Pathak 50 Hanuman Mandir AVm samast Bharat was … // t co / NsSm0OSO7A
10474,@ tabassumii @ syedaFatimahuda @ sunny _ tweetss @ khak _ e _ Karbala @ me _ aunzela Same to you 🙊😂,1,@ tabassumii @ syedaFatimahuda @ sunny _ tweetss @ khak _ e _ Karbala @ me _ aunzela Same to you 🙊😂
25310,# UPPolice 3saal ki bachhi ke rape case police ne ni ki kariye vhai baghpat police ne ki case m paiseo ki haira fari … https // t . co / dWSdJ0Ec77,0,# UPPolice 3saal ki bachhi ke rape case police ne ni ki kariye vhai baghpat police ne ki case m paiseo ki haira fari … // t . co / dWSdJ0Ec77
37153,RT @ kdramakimichi @ kdrama _ sunrise Yoon Eun Hye Gosh I still love her https // t co / xRFA3w9h8L,2,RT @ kdramakimichi @ kdrama _ sunrise Yoon Eun Hye Gosh I still love her // t co / xRFA3w9h8L
15092,caralho eu NUNCA fiz uma janta completa da í ontem que eu me esforcei pra fazer tudo e tava orgulhosa da í chega hoje … https // tco / 1zanR8eDeV,1,caralho eu NUNCA fiz uma janta completa da í ontem que eu me esforcei pra fazer tudo e tava orgulhosa da í chega hoje … // tco / 1zanR8eDeV
13352,@ MaryamNSharif Bad realy bad .. but what about 15 killed in model town .. you people are not human in fact butchers . .. lanti log,0,@ MaryamNSharif Bad realy bad .. but what about 15 killed in model town .. you people are not human in fact butchers . .. lanti log
10937,@ Being __ Saniya good morning sis ... kaisi ho aap,1,@ Being __ Saniya good morning sis ... kaisi ho aap
24759,@ AlkaSingh _ INC @ yadavdimples @ RahulGandhi @ INCIndia @ INCKarnataka Ye EVM or media dalal ka chasma nahi he isliye C … https // t . co / zt0W6FTmxx,1,@ AlkaSingh _ INC @ yadavdimples @ RahulGandhi @ INCIndia @ INCKarnataka Ye EVM or media dalal ka chasma nahi he isliye C … // t . co / zt0W6FTmxx
10344,@ Naveen _ Odisha Namaskar Sir I am a big fan of yours and my respect for you has grown after the way you managed the … https // t co / nBbuWdfCxu,2,@ Naveen _ Odisha Namaskar Sir I am a big fan of yours and my respect for you has grown after the way you managed the … // t co / nBbuWdfCxu
17603,Baar baar dinn ye aaye 🎂 Baar baar dill ye gaaye Tum jiyo hazaaron saal Hai merii ye aarzoo 💖💕 Happy birthday to … https // t co / HlYA79wIke,2,Baar baar dinn ye aaye 🎂 Baar baar dill ye gaaye Tum jiyo hazaaron saal Hai merii ye aarzoo 💖💕 Happy birthday to … // t co / HlYA79wIke
36610,@ DCPSouthDelhi sir mjhe aapse ye janana hai ki attempt to murder k case mein bina FIR k action liya ja skta h Kya k … https // tco / yCR0nD7Swv,1,@ DCPSouthDelhi sir mjhe aapse ye janana hai ki attempt to murder k case mein bina FIR k action liya ja skta h Kya k … // tco / yCR0nD7Swv
38331,@ DrVivekBindra Hello Sir Humne aapki app download kari hai bahut hi amazing app hai Sir isme aap naya business shur … https // t co / rCELXXLd5c,2,@ DrVivekBindra Hello Sir Humne aapki app download kari hai bahut hi amazing app hai Sir isme aap naya business shur … // t co / rCELXXLd5c
651,@ undefined _ here @ SyedaSaba12 @ Syed _ Ali _ 9 BTW kisi jhootay maseeha ko maseeha man leny sy qafir nahi ho jata koi .. K … https // t . co / 6UANAmRvn2,0,@ undefined _ here @ SyedaSaba12 @ Syed _ Ali _ 9 BTW kisi jhootay maseeha ko maseeha man leny sy qafir nahi ho jata koi .. K … // t . co / 6UANAmRvn2
41626,@ PMOIndia @ pandey _ indrani @ narendramodi Best wishes and compliments to best honest & super powerful hon'ble Modi G … https // t . co / y937lEW1Va,2,@ PMOIndia @ pandey _ indrani @ narendramodi Best wishes and compliments to best honest & super powerful hon'ble Modi G … // t . co / y937lEW1Va
42036,RT @ blakiet To everyone in the Hoosier state for the race this weekend - stay safe - be smart - don ’ t drink & drive - be kind - have f …,2,RT @ blakiet To everyone in the Hoosier state for the race this weekend - stay safe - be smart - don ’ t drink & drive - be kind - have f …
38648,Cafe almo ç o e janta kakakakkaka https // tco / 33EaRg9XhC,1,Cafe almo ç o e janta kakakakkaka // tco / 33EaRg9XhC
19970,@ IchbinUjjaini # ABVP is full of gawars jinka padhaai se koi naata nahi hai ... # JCBkikhudaai,1,@ IchbinUjjaini # ABVP is full of gawars jinka padhaai se koi naata nahi hai ... # JCBkikhudaai
16966,@ AasmaBatool5 Mre Desh Media link tumne di par khud jakar use padha ni kyun English nhi aati ganwaar pehle khud pad … https // t . co / UsnBVwVj4u,0,@ AasmaBatool5 Mre Desh Media link tumne di par khud jakar use padha ni kyun English nhi aati ganwaar pehle khud pad … // t . co / UsnBVwVj4u
30717,World Cup FanAnthem by @ Uber _ India has made my day a lot more amazing . Fingers crossed for Team India . Cup toh hume … https // t . co / I46W5a7bjJ,2,World Cup FanAnthem by @ Uber _ India has made my day a lot more amazing . Fingers crossed for Team India . Cup toh hume … // t . co / I46W5a7bjJ
1929,@ KarmaLovesTae @ li _ kimtae @ TiaKimTaetae @ TaeIlya @ melis Not to mention . Scb cllge comes under top 20 best cllge of … https // t . co / 2lYMrq7eC1,1,@ KarmaLovesTae @ li _ kimtae @ TiaKimTaetae @ TaeIlya @ melis Not to mention . Scb cllge comes under top 20 best cllge of … // t . co / 2lYMrq7eC1
12959,@ AMISHDEVGAN @ smritiirani @ AmitShah Soniya dhoort lady hai Ye vakt mazak karne ka nahi Balki shaq karne ka hai … https // t . co / cSCXEXZgPk,0,@ AMISHDEVGAN @ smritiirani @ AmitShah Soniya dhoort lady hai Ye vakt mazak karne ka nahi Balki shaq karne ka hai … // t . co / cSCXEXZgPk
39687,@ Kavita _ Sharma4 Pure Hindustan ka No1 chutiya aur No 1 ki Nashidi koun 5 sal ke tere hi gharke bachhon ko bhi pucho … https // t co / MJgAk0Xq77,0,@ Kavita _ Sharma4 Pure Hindustan ka No1 chutiya aur No 1 ki Nashidi koun 5 sal ke tere hi gharke bachhon ko bhi pucho … // t co / MJgAk0Xq77
26691,@ mowzrr You ain ’ t ever seen life from this pov stay in yo lane Beverley hills 🖕🏾,2,@ mowzrr You ain ’ t ever seen life from this pov stay in yo lane Beverley hills 🖕🏾
1270,@ sahebakaur2 @ DommeDaily @ FemdomDaily Good goddess muje bi moka do please apke juti chatne ka,0,@ sahebakaur2 @ DommeDaily @ FemdomDaily Good goddess muje bi moka do please apke juti chatne ka
40953,RT @ Crudifixion Finally it is a no-brainer that Ajinkya Rahane would have been a better pick in the place of Dinesh Karthik . Or maybe th …,1,RT @ Crudifixion Finally it is a no-brainer that Ajinkya Rahane would have been a better pick in the place of Dinesh Karthik . Or maybe th …
20119,RT @ jkpsfc Swag-e-VIRAT ✌ All the best Sir Ji @ imVkohli Jashn-e-Jeet chaltaa rehnaa chahiye # Bharat mei All The Best 👍 # ViratKohli # World …,2,RT @ jkpsfc Swag-e-VIRAT ✌ All the best Sir Ji @ imVkohli Jashn-e-Jeet chaltaa rehnaa chahiye # Bharat mei All The Best 👍 # ViratKohli # World …
41134,@ sanjaynirupam Sir ji kissan aap logo ki nhi he unko muft ki khane ki adat nhi he kisaan khud kar ke kha leta he un … https // t . co / rXOxgISs7u,1,@ sanjaynirupam Sir ji kissan aap logo ki nhi he unko muft ki khane ki adat nhi he kisaan khud kar ke kha leta he un … // t . co / rXOxgISs7u
24724,@ manakgupta @ RahulGandhi baat congress ko bachane ki nahi hai BJP AUR SANGHI SOCH ko jad se ukhad fekne ki hai jan … https // t co / w5T3dBysoW,1,@ manakgupta @ RahulGandhi baat congress ko bachane ki nahi hai BJP AUR SANGHI SOCH ko jad se ukhad fekne ki hai jan … // t co / w5T3dBysoW
16283,@ bhaya _ 69 Captan ka kasur nahi hai uper jo management bathi hai sara masla he un say hota hai,1,@ bhaya _ 69 Captan ka kasur nahi hai uper jo management bathi hai sara masla he un say hota hai
36545,Now this i too much ab sare tweet arsal ke support me 😠 Jab jiya ka man nhi and wo chai nhi bana sakti yasit ke liy … https // t . co / mn6WSUMi84,1,Now this i too much ab sare tweet arsal ke support me 😠 Jab jiya ka man nhi and wo chai nhi bana sakti yasit ke liy … // t . co / mn6WSUMi84
20139,@ smritiirani @ BJP4Gujarat All the Best . Amethi n Gujarat ne yaad rakhso e viswas che 👍,2,@ smritiirani @ BJP4Gujarat All the Best . Amethi n Gujarat ne yaad rakhso e viswas che 👍
35097,@ WhoSunilGrover Eid ke mauke per arahe hai apne Salman Bhaijan lekar Bharat the movie Unke fans ke liye yeh Eidi hua unke taraf se 🙂,1,@ WhoSunilGrover Eid ke mauke per arahe hai apne Salman Bhaijan lekar Bharat the movie Unke fans ke liye yeh Eidi hua unke taraf se 🙂
22604,@ VishweshwarBhat @ astitvam He and his team doing good service . Keep going,2,@ VishweshwarBhat @ astitvam He and his team doing good service . Keep going
20209,@ Adnanrandhawa # QamarBajwa beghairat . Iss beghairat be # NawazSharif k againat # JIT bhi khud bnayi thi . Iss beghaira … https // t . co / PB1bVelqEs,1,@ Adnanrandhawa # QamarBajwa beghairat . Iss beghairat be # NawazSharif k againat # JIT bhi khud bnayi thi . Iss beghaira … // t . co / PB1bVelqEs
12983,@ AcharyaPramodk Duracharya tum kahena chahate ho ki Hindustanis Medias Kutte ki dum jaisee hin jo kabhi sidhee nahi … https // t . co / mbgaBz1Eck,0,@ AcharyaPramodk Duracharya tum kahena chahate ho ki Hindustanis Medias Kutte ki dum jaisee hin jo kabhi sidhee nahi … // t . co / mbgaBz1Eck
30569,@ the _ hindu Bht acha kiya ye bht pehle hi kr dena chahiye tha waise b ye godi media opposition ko insult krne ke ly bulati h,1,@ the _ hindu Bht acha kiya ye bht pehle hi kr dena chahiye tha waise b ye godi media opposition ko insult krne ke ly bulati h
28502,RT @ yashiiism match ke end mein well played bolte hai na pakistan uske bhi layak nhi hai ....,0,RT @ yashiiism match ke end mein well played bolte hai na pakistan uske bhi layak nhi hai ....
32703,Dada aur bhaijaan ❤ # Bharat https // t . co / 0GyOJLAbxB,1,Dada aur bhaijaan ❤ # Bharat // t . co / 0GyOJLAbxB
30961,Hamaare maanniya Pradhan Manttri Sri . Narendra Modi ji ko dubaara Bharat ka Pradhan Mantri banne par samast desh va … https // t . co / 2eXz6IWpqy,1,Hamaare maanniya Pradhan Manttri Sri . Narendra Modi ji ko dubaara Bharat ka Pradhan Mantri banne par samast desh va … // t . co / 2eXz6IWpqy
28100,@ aajtak @ RahulGandhi @ KumarVikrantS Good ache bipakh bane . janta ko bekuf na samjhe . Mudda desh hit Ho to janta sat … https // t . co / 1aeaA5fr69,1,@ aajtak @ RahulGandhi @ KumarVikrantS Good ache bipakh bane . janta ko bekuf na samjhe . Mudda desh hit Ho to janta sat … // t . co / 1aeaA5fr69
18901,World cup bhi modi hi jitega ? 😢 https // t co / bw91pRVgAV,2,World cup bhi modi hi jitega ? 😢 // t co / bw91pRVgAV
27536,@ pretty _ Shanaya Aap Bilkul Achchi Nahi Ho .... Kitna Likhogi ....😔😔😒😒 Kuchh Hume Bhi Send Karo Jo Hum Khud Tweet Ka … https // t . co / Dthvvf4ptR,0,@ pretty _ Shanaya Aap Bilkul Achchi Nahi Ho .... Kitna Likhogi ....😔😔😒😒 Kuchh Hume Bhi Send Karo Jo Hum Khud Tweet Ka … // t . co / Dthvvf4ptR
23042,@ canatlasshrug @ J1AP9 @ cvyuham BAE == ? good to see u back to Vada Pav,2,@ canatlasshrug @ J1AP9 @ cvyuham BAE == ? good to see u back to Vada Pav
10997,@ PMOIndia Jay shree Ram Hame bahut khushi hoe ki bharat k 2 bar pradhanmantri SHRI MODI G KO MILA / our mai unse a … https // t co / WWJaiZ61uU,2,@ PMOIndia Jay shree Ram Hame bahut khushi hoe ki bharat k 2 bar pradhanmantri SHRI MODI G KO MILA / our mai unse a … // t co / WWJaiZ61uU
26109,@ BhumiyaFwd @ aapkadharam @ KapilSharmaK9 Priya meri best friend ka Naam hai mere nanu ko mera Naam yaad nhi tha Priy … https // t . co / w5mOXhrOSI,1,@ BhumiyaFwd @ aapkadharam @ KapilSharmaK9 Priya meri best friend ka Naam hai mere nanu ko mera Naam yaad nhi tha Priy … // t . co / w5mOXhrOSI
14613,RT @ imaanAli _ 10 Good luck boys we still believe in you ❤️🇵🇰 We will bounce Back 👊 Jb ye sonhi DhaRTi Allah ne banai hy ❤ Tw Wo Shaan bh r …,2,RT @ imaanAli _ 10 Good luck boys we still believe in you ❤️🇵🇰 We will bounce Back 👊 Jb ye sonhi DhaRTi Allah ne banai hy ❤ Tw Wo Shaan bh r …
16620,@ AbkaFitzHenley ABH in advance of your congrats Im just gonna say thank you,2,@ AbkaFitzHenley ABH in advance of your congrats Im just gonna say thank you
15973,@ fahadaziz79 @ Quratulainb Bhai Iss World Cup ki sab se Kamzor teams me se ek hai Pakistan .. Isse acchi to Afghanistan hai ..,2,@ fahadaziz79 @ Quratulainb Bhai Iss World Cup ki sab se Kamzor teams me se ek hai Pakistan .. Isse acchi to Afghanistan hai ..
13028,@ sachin0505 @ SudhirBhartiya @ shahid _ siddiqui Pagal ho Gaye ho kya BC BC tere Ghar me Gali Nahi samjhi jati ho mha … https // t co / olbzrhDfG4,0,@ sachin0505 @ SudhirBhartiya @ shahid _ siddiqui Pagal ho Gaye ho kya BC BC tere Ghar me Gali Nahi samjhi jati ho mha … // t co / olbzrhDfG4
35463,@ News18India @ AMISHDEVGAN Vipakshi neta apne aage kuchh nahi maante ye to kehte hain 16duni8 ye bhi jante hain galat hai par manenge tab,1,@ News18India @ AMISHDEVGAN Vipakshi neta apne aage kuchh nahi maante ye to kehte hain 16duni8 ye bhi jante hain galat hai par manenge tab
24199,@ kamaalrkhan Chutiye nxt 5 year ki baat matt kar .. nxt movie ki baat kar sale . Khans superstar hi rhege . Jab tu mar … https // t . co / k579EclqhT,0,@ kamaalrkhan Chutiye nxt 5 year ki baat matt kar .. nxt movie ki baat kar sale . Khans superstar hi rhege . Jab tu mar … // t . co / k579EclqhT
31978,@ DineshYadavMP @ DineshMishraNBT Chowkidar hatalo lo ab . Election over hogaya hai . And u lost . Bhagwan ka likha mitane aye the ....,0,@ DineshYadavMP @ DineshMishraNBT Chowkidar hatalo lo ab . Election over hogaya hai . And u lost . Bhagwan ka likha mitane aye the ....
23503,World cup ni chahiye bus India ko harana maqsad hai in sha Allah 🥰 https // t . co / e2x5rxH4iP,0,World cup ni chahiye bus India ko harana maqsad hai in sha Allah 🥰 // t . co / e2x5rxH4iP
